Age,Attrition,Non-Travel,Travel_Frequently,Travel_Rarely,DailyRate,Human Resources,Research & Development,Sales,DistanceFromHome,Education,Technical Degree,Marketing,Medical,Other,Life Sciences,EnvironmentSatisfaction,Male,Female,HourlyRate,JobInvolvement,JobLevel,Research Director,Sales Representative,Manager,Healthcare Representative,Manufacturing Director,Laboratory Technician,Research Scientist,Sales Executive,JobSatisfaction,MaritalStatusDivorced,MaritalStatusMarried,MaritalStatusSingle,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OvertimeNo,OvertimeYes,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,1,0,1,0,880,0,0,1,12,4,0,0,0,1,0,4,1,0,36,3,2,0,0,0,0,0,0,0,1,4,0,0,1,4581,10414,3,0,1,24,4,1,80,0,13,2,4,11,9,6,7
26,1,0,0,1,471,0,1,0,24,3,1,0,0,0,0,3,1,0,66,1,1,0,0,0,0,0,1,0,0,4,0,0,1,2340,23213,1,0,1,18,3,2,80,0,1,3,1,1,0,0,0
25,1,0,0,1,688,0,1,0,3,3,0,0,1,0,0,1,1,0,91,3,1,0,0,0,0,0,1,0,0,1,0,1,0,4031,9396,5,1,0,13,3,3,80,1,6,5,3,2,2,0,2
35,0,0,0,1,195,0,0,1,1,3,0,0,1,0,0,1,0,1,80,3,2,0,0,0,0,0,0,0,1,3,0,0,1,4859,6698,1,1,0,16,3,4,80,0,5,3,3,5,4,0,3
44,1,0,0,1,621,0,1,0,15,3,0,0,1,0,0,1,0,1,73,3,3,0,0,0,1,0,0,0,0,4,0,1,0,7978,14075,1,1,0,11,3,4,80,1,10,2,3,10,7,0,5
38,0,0,1,0,653,0,1,0,29,5,0,0,0,0,1,4,0,1,50,3,2,0,0,0,0,0,1,0,0,4,0,0,1,2406,5456,1,1,0,11,3,4,80,0,10,2,3,10,3,9,9
27,0,0,0,1,1115,0,1,0,3,4,0,0,1,0,0,1,1,0,54,2,1,0,0,0,0,0,0,1,0,4,0,0,1,2045,15174,0,1,0,13,3,4,80,0,5,0,3,4,2,1,1
22,1,0,1,0,1368,0,1,0,4,1,1,0,0,0,0,3,1,0,99,2,1,0,0,0,0,0,1,0,0,3,0,0,1,3894,9129,5,1,0,16,3,3,80,0,4,3,3,2,2,1,2
26,1,0,0,1,1357,0,1,0,25,3,0,0,0,0,1,1,1,0,48,1,1,0,0,0,0,0,1,0,0,3,0,0,1,2293,10558,1,1,0,12,3,3,80,0,1,2,2,1,0,0,1
30,0,1,0,0,1398,0,0,1,22,4,0,0,0,1,0,3,0,1,69,3,3,0,0,0,0,0,0,0,1,1,0,1,0,8412,2890,0,1,0,11,3,3,80,0,10,3,3,9,8,7,8
22,1,0,1,0,1368,0,1,0,4,1,1,0,0,0,0,3,1,0,99,2,1,0,0,0,0,0,1,0,0,3,0,0,1,3894,9129,5,1,0,16,3,3,80,0,4,3,3,2,2,1,2
32,0,0,1,0,1318,0,0,1,10,4,0,1,0,0,0,4,1,0,79,3,2,0,0,0,0,0,0,0,1,4,0,0,1,4648,26075,8,1,0,13,3,3,80,0,4,2,4,0,0,0,0
39,1,0,0,1,895,0,0,1,5,3,1,0,0,0,0,4,1,0,56,3,2,0,1,0,0,0,0,0,0,4,0,1,0,2086,3335,3,1,0,14,3,3,80,1,19,6,4,1,0,0,0
50,1,0,0,1,869,0,0,1,3,2,0,1,0,0,0,1,1,0,86,2,1,0,1,0,0,0,0,0,0,3,0,1,0,2683,3810,1,0,1,14,3,3,80,0,3,2,3,3,2,0,2
34,0,0,0,1,970,0,1,0,8,2,0,0,1,0,0,2,0,1,96,3,2,0,0,0,1,0,0,0,0,3,0,0,1,6142,7360,3,1,0,11,3,4,80,0,10,2,3,5,1,4,3
42,1,0,1,0,481,0,0,1,12,3,0,0,0,0,1,3,1,0,44,3,4,0,0,0,0,0,0,0,1,1,0,0,1,13758,2447,0,0,1,12,3,2,80,0,22,2,2,21,9,13,14
32,0,1,0,0,1146,0,1,0,15,4,0,0,1,0,0,3,0,1,34,3,2,0,0,0,1,0,0,0,0,4,1,0,0,6667,16542,5,1,0,18,3,2,80,1,9,6,3,5,1,1,2
39,0,0,0,1,412,0,1,0,13,4,0,0,1,0,0,3,0,1,94,2,4,0,0,1,0,0,0,0,0,2,1,0,0,17123,17334,6,0,1,13,3,4,80,2,21,4,3,19,9,15,2
30,0,0,0,1,1339,0,0,1,5,3,0,0,0,0,1,2,0,1,41,3,3,0,0,0,0,0,0,0,1,4,0,1,0,9419,8053,2,1,0,12,3,3,80,1,12,2,3,10,9,7,4
33,0,0,1,0,1296,0,1,0,6,3,0,0,0,0,1,3,1,0,30,3,2,0,0,0,1,0,0,0,0,4,1,0,0,7725,5335,3,1,0,23,4,3,80,1,15,2,1,13,11,4,7
34,0,0,0,1,1354,0,1,0,5,3,0,0,1,0,0,3,0,1,45,2,3,0,0,1,0,0,0,0,0,1,0,0,1,11631,5615,2,1,0,12,3,4,80,0,14,6,3,11,10,5,8
34,0,0,1,0,1003,0,1,0,2,2,0,0,0,0,1,4,1,0,95,3,2,0,0,0,0,1,0,0,0,3,0,0,1,4033,15834,2,1,0,11,3,4,80,0,5,3,2,3,2,0,2
27,1,0,0,1,1420,0,0,1,2,1,0,1,0,0,0,3,1,0,85,3,1,0,1,0,0,0,0,0,0,1,1,0,0,3041,16346,0,1,0,11,3,2,80,1,5,3,3,4,3,0,2
42,1,0,1,0,481,0,0,1,12,3,0,0,0,0,1,3,1,0,44,3,4,0,0,0,0,0,0,0,1,1,0,0,1,13758,2447,0,0,1,12,3,2,80,0,22,2,2,21,9,13,14
19,1,0,0,1,419,0,0,1,21,3,0,0,0,1,0,4,1,0,37,2,1,0,1,0,0,0,0,0,0,2,0,0,1,2121,9947,1,0,1,13,3,2,80,0,1,3,4,1,0,0,0
29,0,1,0,0,746,0,0,1,2,3,0,0,0,0,1,4,1,0,61,3,2,0,0,0,0,0,0,0,1,3,0,1,0,4649,16928,1,1,0,14,3,1,80,1,4,3,2,4,3,0,2
41,0,0,0,1,314,1,0,0,1,3,0,0,0,0,0,4,1,0,59,2,5,0,0,1,0,0,0,0,0,3,0,1,0,19189,19562,1,1,0,12,3,2,80,1,22,3,3,22,7,2,10
25,1,0,0,1,383,0,0,1,9,2,0,0,0,0,1,1,1,0,68,2,1,0,1,0,0,0,0,0,0,1,0,1,0,4400,15182,3,1,0,12,3,1,80,0,6,2,3,3,2,2,2
44,0,0,0,1,200,0,1,0,29,4,0,0,0,1,0,4,1,0,32,3,2,0,0,0,0,0,0,1,0,4,0,0,1,4541,7744,1,1,0,25,4,2,80,0,20,3,3,20,11,13,17
36,1,0,0,1,318,0,1,0,9,3,0,0,1,0,0,4,1,0,79,2,1,0,0,0,0,0,0,1,0,3,0,1,0,3388,21777,0,0,1,17,3,1,80,1,2,0,2,1,0,0,0
38,0,0,1,0,888,1,0,0,10,4,0,0,0,0,0,3,1,0,71,3,2,0,0,0,0,0,0,0,0,3,0,1,0,6077,14814,3,1,0,11,3,3,80,0,10,2,3,6,3,1,2
35,1,0,1,0,880,0,0,1,12,4,0,0,0,1,0,4,1,0,36,3,2,0,0,0,0,0,0,0,1,4,0,0,1,4581,10414,3,0,1,24,4,1,80,0,13,2,4,11,9,6,7
42,1,0,1,0,933,0,1,0,19,3,0,0,1,0,0,3,1,0,57,4,1,0,0,0,0,0,0,1,0,3,1,0,0,2759,20366,6,0,1,12,3,4,80,0,7,2,3,2,2,2,2
31,1,0,0,1,1079,0,0,1,16,4,0,1,0,0,0,1,1,0,70,3,3,0,0,0,0,0,0,0,1,3,0,1,0,8161,19002,2,1,0,13,3,1,80,3,10,2,3,1,0,0,0
32,1,0,0,1,964,0,0,1,1,2,0,0,0,0,1,1,1,0,34,1,2,0,0,0,0,0,0,0,1,2,0,0,1,6735,12147,6,1,0,15,3,2,80,0,10,2,3,0,0,0,0
47,0,0,1,0,217,0,0,1,3,3,0,0,1,0,0,4,0,1,49,3,4,0,0,0,0,0,0,0,1,3,1,0,0,13770,10225,9,0,1,12,3,4,80,2,28,2,2,22,2,11,13
31,1,0,1,0,703,0,0,1,2,3,0,0,0,0,1,3,0,1,90,2,1,0,1,0,0,0,0,0,0,4,0,0,1,2785,11882,7,1,0,14,3,3,80,0,3,3,4,1,0,0,0
55,0,0,0,1,836,0,1,0,2,4,1,0,0,0,0,2,1,0,98,2,1,0,0,0,0,0,0,1,0,4,0,1,0,2662,7975,8,1,0,20,4,2,80,1,19,2,4,5,2,0,4
21,1,0,0,1,1334,0,1,0,10,3,0,0,0,0,1,3,0,1,36,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1416,17258,1,1,0,13,3,1,80,0,1,6,2,1,0,1,0
33,1,0,0,1,465,0,1,0,2,2,0,0,0,0,1,1,0,1,39,3,1,0,0,0,0,0,1,0,0,1,0,1,0,2707,21509,7,1,0,20,4,1,80,0,13,3,4,9,7,1,7
58,1,0,0,1,147,0,1,0,23,4,0,0,1,0,0,4,0,1,94,3,3,0,0,0,1,0,0,0,0,4,0,1,0,10312,3465,1,1,0,12,3,4,80,1,40,3,2,40,10,15,6
35,0,0,0,1,672,0,1,0,25,3,1,0,0,0,0,4,1,0,78,2,3,0,0,0,0,1,0,0,0,2,0,1,0,10903,9129,3,1,0,16,3,1,80,0,16,2,3,13,10,4,8
37,0,0,0,1,1107,0,1,0,14,3,0,0,0,0,1,4,0,1,95,3,1,0,0,0,0,0,1,0,0,1,1,0,0,3034,26914,1,1,0,12,3,3,80,1,18,2,2,18,7,12,17
44,1,0,0,1,621,0,1,0,15,3,0,0,1,0,0,1,0,1,73,3,3,0,0,0,1,0,0,0,0,4,0,1,0,7978,14075,1,1,0,11,3,4,80,1,10,2,3,10,7,0,5
26,1,0,0,1,1357,0,1,0,25,3,0,0,0,0,1,1,1,0,48,1,1,0,0,0,0,0,1,0,0,3,0,0,1,2293,10558,1,1,0,12,3,3,80,0,1,2,2,1,0,0,1
38,0,0,1,0,1391,0,1,0,10,1,0,0,1,0,0,3,1,0,66,3,1,0,0,0,0,0,0,1,0,3,0,1,0,2684,12127,0,1,0,17,3,2,80,1,3,0,2,2,1,0,2
36,0,0,0,1,329,0,1,0,2,3,0,0,0,0,1,4,0,1,96,3,1,0,0,0,0,0,0,1,0,3,0,1,0,2543,11868,4,1,0,13,3,2,80,1,6,3,3,2,2,2,2
44,1,0,0,1,621,0,1,0,15,3,0,0,1,0,0,1,0,1,73,3,3,0,0,0,1,0,0,0,0,4,0,1,0,7978,14075,1,1,0,11,3,4,80,1,10,2,3,10,7,0,5
37,1,0,0,1,1373,0,1,0,2,2,0,0,0,1,0,4,1,0,92,2,1,0,0,0,0,0,1,0,0,3,0,0,1,2090,2396,6,0,1,15,3,2,80,0,7,3,3,0,0,0,0
51,0,0,1,0,237,0,0,1,9,3,0,0,0,0,1,4,1,0,83,3,5,0,0,1,0,0,0,0,0,2,1,0,0,19847,19196,4,0,1,24,4,1,80,1,31,5,2,29,10,11,10
36,1,0,0,1,885,0,1,0,16,4,0,0,0,0,1,3,0,1,43,4,1,0,0,0,0,0,1,0,0,1,0,0,1,2743,8269,1,1,0,16,3,3,80,0,18,1,3,17,13,15,14
28,1,0,1,0,1009,0,1,0,1,3,0,0,1,0,0,1,1,0,45,2,1,0,0,0,0,0,1,0,0,2,1,0,0,2596,7160,1,1,0,15,3,1,80,2,1,2,3,1,0,0,0
36,0,0,1,0,541,0,0,1,3,4,0,0,1,0,0,1,1,0,48,2,3,0,0,0,0,0,0,0,1,4,0,1,0,9699,7246,4,1,0,11,3,1,80,1,16,2,3,13,9,1,12
24,0,1,0,0,1269,0,1,0,4,1,0,0,0,0,1,1,1,0,46,2,1,0,0,0,0,0,1,0,0,4,0,1,0,3162,10778,0,1,0,17,3,4,80,0,6,2,2,5,2,3,4
30,1,0,0,1,1005,0,1,0,3,3,1,0,0,0,0,4,0,1,88,3,1,0,0,0,0,0,0,1,0,1,0,0,1,2657,8556,5,0,1,11,3,3,80,0,8,5,3,5,2,0,4
36,1,0,0,1,1456,0,0,1,13,5,0,1,0,0,0,2,1,0,96,2,2,0,0,0,0,0,0,0,1,1,1,0,0,6134,8658,5,0,1,13,3,2,80,3,16,3,3,2,2,2,2
34,1,0,0,1,699,0,1,0,6,1,0,0,1,0,0,2,1,0,83,3,1,0,0,0,0,0,0,1,0,1,0,0,1,2960,17102,2,1,0,11,3,3,80,0,8,2,3,4,2,1,3
36,1,0,0,1,1456,0,0,1,13,5,0,1,0,0,0,2,1,0,96,2,2,0,0,0,0,0,0,0,1,1,1,0,0,6134,8658,5,0,1,13,3,2,80,3,16,3,3,2,2,2,2
36,1,0,0,1,318,0,1,0,9,3,0,0,1,0,0,4,1,0,79,2,1,0,0,0,0,0,0,1,0,3,0,1,0,3388,21777,0,0,1,17,3,1,80,1,2,0,2,1,0,0,0
31,1,0,1,0,703,0,0,1,2,3,0,0,0,0,1,3,0,1,90,2,1,0,1,0,0,0,0,0,0,4,0,0,1,2785,11882,7,1,0,14,3,3,80,0,3,3,4,1,0,0,0
49,1,0,0,1,1184,0,0,1,11,3,0,1,0,0,0,3,0,1,43,3,3,0,0,0,0,0,0,0,1,4,0,1,0,7654,5860,1,1,0,18,3,1,80,2,9,3,4,9,8,7,7
39,0,0,0,1,119,0,0,1,15,4,0,1,0,0,0,2,1,0,77,3,4,0,0,0,0,0,0,0,1,1,0,0,1,13341,25098,0,1,0,12,3,1,80,0,21,3,3,20,8,11,10
31,1,1,0,0,335,0,1,0,9,2,0,0,1,0,0,3,1,0,46,2,1,0,0,0,0,0,0,1,0,1,0,0,1,2321,10322,0,0,1,22,4,1,80,0,4,0,3,3,2,1,2
50,1,0,0,1,869,0,0,1,3,2,0,1,0,0,0,1,1,0,86,2,1,0,1,0,0,0,0,0,0,3,0,1,0,2683,3810,1,0,1,14,3,3,80,0,3,2,3,3,2,0,2
32,1,0,0,1,1089,0,1,0,7,2,0,0,0,0,1,4,1,0,79,3,2,0,0,0,0,0,1,0,0,3,0,1,0,4883,22845,1,1,0,18,3,1,80,1,10,3,3,10,4,1,1
31,0,0,0,1,691,0,0,1,7,3,0,1,0,0,0,4,1,0,73,3,2,0,0,0,0,0,0,0,1,4,1,0,0,7547,7143,4,1,0,12,3,4,80,3,13,3,3,7,7,1,7
31,1,0,1,0,1445,0,1,0,1,5,0,0,0,0,1,3,0,1,100,4,3,0,0,0,0,1,0,0,0,2,0,0,1,7446,8931,1,1,0,11,3,1,80,0,10,2,3,10,8,4,7
45,1,0,0,1,1449,0,0,1,2,3,0,1,0,0,0,1,0,1,94,1,5,0,0,1,0,0,0,0,0,2,0,0,1,18824,2493,2,0,1,16,3,1,80,0,26,2,3,24,10,1,11
40,1,0,0,1,1329,0,1,0,7,3,0,0,0,0,1,1,1,0,73,3,1,0,0,0,0,0,1,0,0,1,0,0,1,2166,3339,3,0,1,14,3,2,80,0,10,3,1,4,2,0,3
44,1,0,0,1,935,0,1,0,3,3,0,0,0,0,1,1,1,0,89,3,1,0,0,0,0,0,1,0,0,1,0,1,0,2362,14669,4,1,0,12,3,3,80,0,10,4,4,3,2,1,2
